"","purpose","month","Akershus","Aust-Agder","Buskerud","Finnmark - Finnmárku","Hedmark","Hordaland","Møre og Romsdal","Nordland","Oppland","Oslo","Rogaland","Sogn og Fjordane","Svalbard","Telemark","Troms - Romsa","Vest-Agder","Vestfold","Østfold","Trondelag","Norge"
"1198","Yrke",1988-04-01,12962,5080,9201,7291,6599,41525,14815,19761,10369,61251,32564,11066,0,8272,13848,9958,8482,5696,18925,297665
"1199","Yrke",1988-05-01,8080,4764,10552,7517,5394,47237,13182,20974,8399,75845,31218,10358,0,9113,11657,10263,6552,5775,22645,309525
"1200","Yrke",1988-06-01,17372,6948,12614,7337,7776,48500,14674,23676,12000,90304,36175,14441,0,9213,16012,14263,5723,6828,22212,366068
"1201","Yrke",1988-07-01,10819,3329,18597,5078,3232,30217,7124,13483,9803,59446,21963,6439,0,2376,6399,6753,6825,4860,12375,229118
"1202","Yrke",1988-08-01,16074,6003,13356,6882,6365,44453,11966,19627,11341,91854,42091,13338,0,6904,13695,10892,8492,7793,29723,360849
"1203","Yrke",1988-09-01,19786,5475,13467,8563,8061,41011,15309,26919,11370,76426,39282,13592,0,9669,17823,10245,8009,6683,25101,356791
"1204","Yrke",1988-10-01,18709,5519,11888,8014,7182,41099,16428,20274,10329,82951,37537,11983,0,10563,14089,10211,7649,5746,25950,346121
"1205","Yrke",1988-11-01,20235,5047,11817,7738,9222,39439,16649,21059,15038,71579,35611,11395,0,10223,14457,11142,7829,6448,21414,336342
"1206","Yrke",1988-12-01,11410,2916,7613,4736,4505,26596,12015,12490,15016,41361,22835,6522,0,5005,8367,5148,3827,4867,14337,209566
"1207","Yrke",1989-01-01,14685,4585,10691,5647,6403,32917,12677,19700,17504,51893,29162,9880,0,6894,12301,7425,5732,6157,19148,273401
"1208","Yrke",1989-02-01,14001,3836,12053,7402,8098,40348,13931,24062,17453,59330,33638,10253,0,7220,13888,7694,6140,6094,22022,307463
"1209","Yrke",1989-03-01,16800,3562,7796,6847,7835,30176,12751,18980,9454,49976,33505,8682,0,7036,14967,7184,5520,5636,20055,266762
"1210","Yrke",1989-04-01,18068,4864,11428,7517,7916,37772,15281,20864,10750,58439,37535,11357,0,10003,13944,10719,8163,6608,24035,315263
"1211","Yrke",1989-05-01,19162,4863,7507,6228,6743,39525,13039,20206,7638,64355,31735,10858,0,8366,10460,9666,6268,5433,18574,290626
"1212","Yrke",1989-06-01,26728,5589,10882,8507,8815,47200,13310,25557,13352,83768,37132,11778,0,7732,12631,12958,8090,7500,24881,366410
"1213","Yrke",1989-07-01,14577,3004,4205,3721,2245,33524,9750,13705,7522,69225,19734,6816,0,5145,6308,7157,5543,2696,14188,229065
"1214","Yrke",1989-08-01,23265,5849,9842,7877,7923,44262,13955,18764,8086,74386,32160,12082,0,7039,9209,10852,7722,6205,31221,330699
"1215","Yrke",1989-09-01,17972,4978,10401,7684,7084,39044,14942,28762,10698,73347,39224,13081,0,8744,11669,9586,7441,5716,22688,333061
"1216","Yrke",1989-10-01,18253,5775,8997,9517,7684,40018,15983,25481,16164,71749,35834,9609,0,8842,11049,9909,8266,6663,24899,334692
"1217","Yrke",1989-11-01,13794,4655,9450,7700,7785,36784,15736,25134,9756,58829,35947,10398,0,8367,12594,10319,8633,7164,25087,308132
"1218","Yrke",1989-12-01,11003,2782,7176,3974,4458,24462,9128,13836,7279,41524,22388,5964,0,5469,7468,6625,4451,4202,12782,194971
"1219","Yrke",1990-01-01,13977,5293,9128,5762,7155,38976,11095,19094,11909,61169,27522,8024,0,6449,9867,7956,6725,5305,22575,277981
"1220","Yrke",1990-02-01,14541,3691,24079,7140,10099,33472,12722,23271,20004,60004,26807,10429,0,7844,11021,9706,5601,5832,20005,306268
"1221","Yrke",1990-03-01,9588,3493,14122,8721,6817,33653,14800,24218,16663,69987,33184,11969,0,9746,15553,11203,7156,5806,28208,324887
"1222","Yrke",1990-04-01,6164,3282,18767,5664,6355,30270,10523,14743,10740,49040,23241,7173,0,6792,8957,6651,5980,5333,21514,241189
"1223","Yrke",1990-05-01,14330,5356,8769,7775,6391,43013,15385,19047,11404,78138,32914,11514,0,5886,11782,10491,7454,5895,24846,320390
"1224","Yrke",1990-06-01,13971,6630,9125,5984,5329,42273,17624,22404,14687,77677,37121,10995,0,7438,14691,12029,7961,5820,32380,344139
"1225","Yrke",1990-07-01,12538,2773,9143,3512,3881,32762,7256,15139,8766,53291,23396,5772,0,3448,5733,8812,4580,3863,15148,219813
"1226","Yrke",1990-08-01,15602,5245,7468,7124,7236,41680,15643,20529,10914,78820,40259,8257,0,6791,11162,10744,6957,4866,29495,328792
"1227","Yrke",1990-09-01,12634,4723,9118,9294,7641,39058,15534,23250,12426,78154,35979,10996,0,8551,13008,9898,6967,6437,29302,332970
"1228","Yrke",1990-10-01,17235,5213,14097,9434,10177,37926,15659,24492,11889,81609,35387,11410,0,8728,12756,11079,7473,6608,26545,347717
"1229","Yrke",1990-11-01,15611,4779,10881,8872,9367,33729,15791,24638,12475,63312,33357,9324,0,9376,11530,10450,7338,5608,25745,312183
"1230","Yrke",1990-12-01,8112,3165,5782,5638,6698,21857,9232,14049,8443,42644,21212,5661,0,5887,7926,6857,4631,3725,17374,198893
"1231","Yrke",1991-01-01,9946,3743,7839,7231,7770,28284,10694,19309,10612,54340,25402,8249,0,7829,9860,8725,5723,4548,20193,250297
"1232","Yrke",1991-02-01,9786,3640,8812,8400,6635,29424,11615,24690,16481,58874,28455,9785,0,7046,13288,8137,6274,4760,24871,280973
"1233","Yrke",1991-03-01,12514,3722,8327,6894,8010,31170,11799,21631,11729,53038,29348,7481,0,6534,11748,9264,5938,4185,21109,264441
"1234","Yrke",1991-04-01,12404,4429,10713,9169,7244,42971,14153,23686,11612,65653,32039,10110,0,9085,12693,10802,7710,4806,25631,314910
"1235","Yrke",1991-05-01,15889,6598,6000,6742,5670,46416,13904,20564,8563,71096,26028,8628,0,7030,11749,9055,6887,4801,23386,299006
"1236","Yrke",1991-06-01,21898,8092,11248,8252,7507,47655,14862,24015,10082,91854,34180,11054,0,6394,16099,13069,10227,5538,26045,368071
"1237","Yrke",1991-07-01,15518,3764,4730,3051,4274,36999,9902,17105,6049,44603,20420,5361,0,3293,8587,9057,6630,2824,17454,219621
"1238","Yrke",1991-08-01,18603,4671,7477,6230,8371,38139,13121,23401,12051,79709,39639,16841,0,7473,14710,10680,7669,7458,31098,347341
"1239","Yrke",1991-09-01,13408,4382,9406,9595,10842,43377,17560,29005,10973,76096,34331,12815,0,7730,17933,10384,9072,7256,29477,353642
"1240","Yrke",1991-10-01,15593,3891,11288,10435,8610,43666,15394,28012,12801,74570,38234,12856,0,8155,16373,12716,7569,5336,31868,357367
"1241","Yrke",1991-11-01,14387,4323,9282,10873,8259,36456,14080,24200,12380,69114,34647,14345,0,8710,15892,10275,7722,6043,24716,325704
"1242","Yrke",1991-12-01,6618,3358,5896,6017,4442,25033,8739,14986,14357,41833,20260,7004,0,3904,10920,6246,4787,4560,15865,204825
"1243","Yrke",1992-01-01,14157,3705,18177,8548,5873,29811,14814,19726,10881,58508,27368,9854,0,7889,9838,7812,5656,6409,22294,281320
"1244","Yrke",1992-02-01,12530,3815,18417,10364,6951,47059,14005,25829,24415,62019,30785,11358,0,7041,13111,8865,6050,5755,23307,331676
"1245","Yrke",1992-03-01,13957,5982,12311,10472,10798,41687,16823,31488,14370,68913,42281,12735,0,7820,23379,10893,8510,6336,30657,369412
"1246","Yrke",1992-04-01,11422,3641,6097,8329,6325,28998,9621,15664,8987,52848,26787,7027,0,9116,8597,8388,4894,4662,20019,241422
"1247","Yrke",1992-05-01,13398,6453,9440,9825,7904,41249,14518,22911,8165,75352,35780,12119,0,8700,13739,10816,6848,5028,25746,327991
"1248","Yrke",1992-06-01,16964,5738,7268,8484,13231,35875,13519,25090,13691,78539,38832,11648,0,7523,17004,12568,8121,5774,29128,348997
"1249","Yrke",1992-07-01,8357,3088,4697,4870,4663,27998,8807,19146,6825,71313,25635,14402,0,3507,7349,9203,7692,4485,19772,251809
"1250","Yrke",1992-08-01,13655,5275,10135,11988,7346,36553,14206,24349,10267,85178,45693,11437,0,8368,11853,11242,6767,6087,31840,352239
"1251","Yrke",1992-09-01,12769,4193,10369,11737,9739,43080,17136,31344,20105,87574,44130,14140,0,9573,16498,11765,8122,6677,26325,385276
"1252","Yrke",1992-10-01,14266,4170,7943,11427,9232,35845,15168,27078,11831,80840,45101,13914,0,9224,16929,10809,7029,7126,30805,358737
"1253","Yrke",1992-11-01,13987,3406,7121,9413,8287,35757,15245,24786,12551,72986,42715,13152,0,7848,13369,12003,7267,7117,28070,335080
"1254","Yrke",1992-12-01,8409,2261,5609,5414,5498,23076,9342,14264,7757,45703,28438,9545,0,6038,9338,6820,4712,3797,17488,213509
"1255","Yrke",1993-01-01,9751,2224,17993,6817,7210,28596,11000,18289,20663,60539,33006,10911,0,5207,12462,8145,6350,4747,20103,284013
"1256","Yrke",1993-02-01,11600,3285,26350,8927,11016,34846,12076,22595,25262,65347,35912,12539,0,7271,13369,9007,6513,4791,25270,335976
"1257","Yrke",1993-03-01,13346,5213,15983,10625,8643,38375,18001,32556,23634,75444,45903,14050,0,8938,18662,10939,7691,7355,27065,382423
"1258","Yrke",1993-04-01,10419,3558,8102,6555,5958,29461,14336,17523,11454,47908,32790,9199,0,5612,9589,8278,5270,4227,18597,248836
"1259","Yrke",1993-05-01,11227,3625,5609,7933,5926,37170,14466,22768,8025,71773,37154,11159,0,8404,13446,10919,6842,5211,23816,305473
"1260","Yrke",1993-06-01,17516,5444,12963,8843,7463,48607,16356,22483,15409,89085,44772,13430,0,10556,17415,13539,9805,7379,30621,391686
"1261","Yrke",1993-07-01,14674,6561,10640,7243,4700,29743,8962,13794,10753,63260,22860,7342,0,6001,8156,9289,6534,3983,19910,254405
"1262","Yrke",1993-08-01,15840,4812,17841,8609,10943,34462,16287,20080,17841,82089,41220,12345,0,9428,11961,10939,7505,5526,33030,360758
"1263","Yrke",1993-09-01,17508,5204,14770,10302,8286,46718,19179,26739,18219,85329,41405,13540,0,10330,18512,11379,7283,7391,26394,388488
"1264","Yrke",1993-10-01,15729,5283,12319,9723,8245,41998,16231,26022,18136,81182,38144,11682,0,9730,18307,11090,6533,5855,30302,366511
"1265","Yrke",1993-11-01,17495,5596,12516,9825,7475,37704,14811,23876,21823,75001,40642,12305,0,10238,16694,12310,7394,5885,30555,362145
"1266","Yrke",1993-12-01,12373,4611,5592,6105,5872,24575,10992,13272,14923,54092,25513,6458,0,5431,10703,6941,4793,3471,15474,231191
"1267","Yrke",1994-01-01,12006,4159,9447,8585,8564,29990,10993,18549,19746,66693,32714,8550,0,5024,12688,8669,5824,4471,22373,289045
"1268","Yrke",1994-02-01,19669,4346,9580,6681,22626,38765,10648,19683,67279,99818,33767,10148,0,5648,12971,8270,5271,4520,22076,401766
"1269","Yrke",1994-03-01,15883,5042,8835,8920,7951,41277,15908,26280,21828,80020,39929,11480,0,8925,20305,10759,7094,5542,27736,363714
"1270","Yrke",1994-04-01,14840,4564,9381,9340,7078,37846,14652,20542,17209,75092,35464,12764,0,8182,13841,10546,6693,5897,26220,330151
"1271","Yrke",1994-05-01,14811,4369,6661,9805,6261,44424,13465,22207,7516,87634,37644,11729,0,5103,12552,11781,6910,4929,25298,333099
"1272","Yrke",1994-06-01,22414,4927,9112,8599,9265,44548,18280,23495,14806,97441,43466,12244,0,9388,17278,14774,8877,5112,35894,399920
"1273","Yrke",1994-07-01,9543,2750,6697,3847,5373,28467,7602,13232,11107,66397,28810,16069,0,5804,8050,8650,5604,4034,17347,249383
"1274","Yrke",1994-08-01,17456,3435,8936,8190,9582,43828,19285,20303,12171,99841,44840,16954,0,10012,12427,10503,8065,5811,34933,386572
"1275","Yrke",1994-09-01,16704,4626,9918,12408,11190,44689,19405,24482,16370,93945,44185,15641,0,8324,18699,12296,7244,5979,29349,395454
"1276","Yrke",1994-10-01,16060,4810,9166,9027,9932,43238,16890,26120,14058,96359,44404,13170,0,7979,18760,13776,6645,7222,30861,388477
"1277","Yrke",1994-11-01,14061,5120,9218,10007,9173,44113,17917,25364,14559,88143,43603,11385,0,9589,19430,12032,6464,6796,30661,377635
"1278","Yrke",1994-12-01,12079,2813,6560,5737,6212,30114,11678,14336,13035,57384,27954,8270,0,5382,9977,8389,4613,4848,17381,246762
"1279","Yrke",1995-01-01,16447,3200,8811,8516,7061,39264,12688,15861,20139,70957,35692,7079,0,5946,13171,9663,5649,4995,23561,308700
"1280","Yrke",1995-02-01,14063,3323,11563,7707,7462,38358,15138,23696,23803,81039,35410,7488,0,8018,13443,10356,5963,9794,31440,348064
"1281","Yrke",1995-03-01,16296,4493,12568,11049,7828,47357,20109,28343,18224,93029,40830,10126,0,8307,16222,11955,7637,8997,35984,399354
"1282","Yrke",1995-04-01,10717,2920,10376,6996,5637,34998,11122,16097,10467,67583,29948,7271,0,5359,9095,8290,5176,4845,22741,269638
"1283","Yrke",1995-05-01,17082,3872,11555,9212,6187,57195,13782,22587,7731,95203,37345,9637,0,7797,14501,12380,7386,5939,27390,366781
"1284","Yrke",1995-06-01,20812,5607,10739,8704,8692,49633,13650,22123,12976,103979,39852,10231,0,8017,16637,12589,8885,6964,30672,390762
"1285","Yrke",1995-07-01,9790,2548,7696,5449,5311,33035,8554,12867,9250,65297,27691,4510,0,5361,10148,9292,6783,2355,15571,241508
"1286","Yrke",1995-08-01,15956,4434,10606,8900,13075,46691,16259,22789,10422,94161,40754,10936,0,11165,13349,11079,8625,7774,30276,377251
"1287","Yrke",1995-09-01,20396,4560,12599,9985,10022,48865,19608,23565,12138,97988,39528,12832,0,11684,18459,11993,8455,7268,27722,397667
"1288","Yrke",1995-10-01,17523,5806,10156,9540,10104,44466,18551,22782,11202,96803,35874,11227,0,9058,16744,12814,7518,5524,32035,377727
"1289","Yrke",1995-11-01,15781,4434,13124,9882,9075,38611,17068,22740,12773,93736,38463,8802,0,8937,17271,11616,7474,6381,32639,368807
"1290","Yrke",1995-12-01,11319,2614,7201,5867,6389,26624,10191,12393,10867,65594,25764,5321,0,5085,9188,7640,5995,4426,16870,239348
"1291","Yrke",1996-01-01,13156,3719,13349,7178,7955,31007,14192,16744,29041,79479,34189,7989,0,8454,15334,11332,6281,4644,22256,326299
"1292","Yrke",1996-02-01,14851,3840,13009,8506,9584,33258,16394,24333,26867,91863,34936,8831,0,9829,16671,12462,7065,5948,29262,367509
"1293","Yrke",1996-03-01,15988,4894,12367,10420,15107,41445,19227,36494,17114,105586,39197,9410,0,11744,20438,12463,9148,6876,31055,418973
"1294","Yrke",1996-04-01,13583,4143,11803,7811,7020,34577,12456,17704,9354,72158,33622,7014,0,9881,12941,9545,6342,5640,22386,297980
"1295","Yrke",1996-05-01,15380,5568,7544,8425,7929,49110,15421,21271,7558,98692,41258,8181,0,9697,14591,13334,7755,6453,25959,364126
"1296","Yrke",1996-06-01,17107,6706,11784,10246,10961,49180,18657,21637,13257,113762,42493,11276,0,12231,19880,15653,9310,6732,33389,424261
"1297","Yrke",1996-07-01,8018,4270,7104,5080,5655,31400,10429,12027,6417,71289,23621,5390,0,8980,11018,9664,5223,3535,15260,244380
"1298","Yrke",1996-08-01,15993,5269,9944,7839,8826,40826,15667,20321,9379,113448,40852,10193,0,9524,13237,12534,7412,6004,33380,380648
"1299","Yrke",1996-09-01,17027,5290,10834,11291,8980,47422,18115,26613,10530,107878,45315,11516,0,11391,19711,13842,8032,8273,33515,415575
"1300","Yrke",1996-10-01,17644,4766,11639,9858,10287,46351,20740,26852,11855,109804,47298,10812,0,10748,20866,17193,7454,7634,37019,428820
"1301","Yrke",1996-11-01,15711,4618,13467,8948,9887,38482,18345,23167,11811,108270,43969,8606,0,10198,19540,14391,7453,7169,34818,398850
"1302","Yrke",1996-12-01,12398,2377,11197,5898,6345,32250,10919,13950,10596,76011,30486,6327,0,6275,11223,9575,5106,4659,20524,276116
"1303","Yrke",1997-01-01,16334,3541,11695,7076,7741,35733,14678,18860,10202,89650,41171,7319,0,9262,14729,11322,6817,5095,27205,338430
"1304","Yrke",1997-02-01,16650,3795,12391,8234,8335,40329,15663,21736,9709,96370,46373,8758,0,9720,17093,11845,7007,5938,44158,384104
"1305","Yrke",1997-03-01,15191,4145,12885,8246,9276,38565,16543,20794,8118,88157,43435,7714,0,7912,18888,10801,6347,6196,28654,351867
"1306","Yrke",1997-04-01,17009,4404,17011,10619,9403,46680,18592,25117,12392,114093,50685,10559,0,9337,17178,15106,8998,8760,33571,429514
"1307","Yrke",1997-05-01,18048,5516,12086,7673,7056,58030,15692,21101,7176,112228,44875,9731,0,7732,16957,13619,8296,8038,31604,405458
"1308","Yrke",1997-06-01,20092,6693,20120,10187,8566,54976,17530,25046,13858,116341,51468,10539,0,11454,20106,16374,9915,9463,38708,461436
"1309","Yrke",1997-07-01,10539,5229,5571,5572,4730,39402,11918,13084,8284,73602,32633,6348,0,8824,9631,12727,6067,5996,22130,282287
"1310","Yrke",1997-08-01,21793,4494,11711,7978,10671,45563,16346,21279,7675,107043,50083,10252,0,8876,14655,13455,8450,8474,31935,400733
"1311","Yrke",1997-09-01,22728,4991,10740,12489,9172,52858,23737,26784,13473,127866,53228,12090,0,11412,21214,15773,9151,8906,38554,475166
"1312","Yrke",1997-10-01,21669,4838,17890,10856,9085,50216,19901,30750,14300,125955,54040,10863,0,9030,21877,13630,8951,7758,37454,469063
"1313","Yrke",1997-11-01,20131,4271,13064,10290,8829,45079,19975,23466,13736,125543,50232,9538,0,10559,20004,13255,8173,9334,35376,440855
"1314","Yrke",1997-12-01,14851,3093,8405,5815,6202,29249,13167,14131,7348,87393,36656,6088,0,7715,12104,8979,6759,6675,20288,294918
"1315","Yrke",1998-01-01,17022,4226,12093,7009,9121,34256,16801,19739,12230,100273,46632,8020,0,6902,16860,11744,7704,6224,24952,361808
"1316","Yrke",1998-02-01,18402,3656,15826,8149,9534,43460,18506,23355,18601,106271,48525,8918,0,8813,18837,11688,8525,7983,29662,408711
"1317","Yrke",1998-03-01,23274,4636,13653,10073,11160,50188,24238,34426,20645,125903,57172,10207,0,11715,24893,15010,10181,10964,37215,495553
"1318","Yrke",1998-04-01,16095,3978,10433,7994,7897,40313,15906,21163,15083,91114,41990,8904,0,10618,15058,10772,7505,8373,24575,357771
"1319","Yrke",1998-05-01,20076,6241,9427,10844,8142,57377,18073,23842,10618,128915,50705,10525,0,8621,17074,14810,9642,9138,30586,444656
"1320","Yrke",1998-06-01,22421,6225,14661,8989,9437,52119,18102,25956,14773,127027,53886,13182,0,11836,18317,18794,12002,9244,34680,471651
"1321","Yrke",1998-07-01,12525,4750,9862,6571,3876,41293,14995,13073,13246,81387,37202,6254,0,7179,10470,15388,8574,7671,21624,315940
"1322","Yrke",1998-08-01,23604,5506,13161,9871,8675,52390,21680,20362,18232,124166,56040,9003,0,11690,15716,15220,12076,9717,33459,460568
"1323","Yrke",1998-09-01,23528,4143,14285,12466,10363,69464,25972,26864,11208,134631,61522,13072,0,16483,18865,15833,15168,9445,40310,523622
"1324","Yrke",1998-10-01,32424,4802,11224,10216,9697,60804,24600,28507,15349,139339,56157,12969,0,17157,21284,13993,13617,8819,38861,519819
"1325","Yrke",1998-11-01,26995,4607,15513,10150,10850,59463,23526,26244,17075,130428,56189,12587,0,21018,20722,14484,10416,7796,39009,507072
"1326","Yrke",1998-12-01,20769,2904,9768,6205,7178,39888,13903,14439,9349,84641,40330,6579,0,9786,12743,8797,7950,5343,24551,325123
"1327","Yrke",1999-01-01,22985,2803,11558,7599,7100,42020,16718,17402,20293,103866,53558,7397,0,12025,19086,11940,7569,5558,33575,403052
"1328","Yrke",1999-02-01,25343,4009,15623,9009,9477,45227,20057,27880,21690,114052,57502,9881,0,10773,19551,13324,7244,7009,49224,466875
"1329","Yrke",1999-03-01,27366,4093,17189,10492,9814,48964,24295,27131,20990,118063,57269,9826,0,10787,19388,14126,8572,8359,40020,476744
"1330","Yrke",1999-04-01,21524,4940,11270,9930,7581,49197,21424,22918,9973,104714,57152,10391,0,9719,17748,11448,8130,8050,32595,418704
"1331","Yrke",1999-05-01,24505,4999,10385,9313,11283,59299,22035,23476,10788,127950,55332,9612,0,8980,17744,13682,9588,9359,33069,461399
"1332","Yrke",1999-06-01,31291,7236,16999,13167,12453,55678,28759,30365,17054,143789,59749,11300,0,11102,19504,19196,13413,9492,37258,537805
"1333","Yrke",1999-07-01,14122,6758,6585,7146,9307,36244,17134,10988,15195,86676,46028,7753,0,7021,9886,14072,7701,5387,22960,330963
"1334","Yrke",1999-08-01,26094,6987,13517,9802,12080,47627,22836,20013,15530,127076,62600,9500,0,9938,16517,17237,9495,8951,35511,471311
"1335","Yrke",1999-09-01,30351,5548,16346,11504,12637,57724,25239,24741,11621,136188,57341,11983,0,10342,22629,16764,10593,9470,40189,511210
"1336","Yrke",1999-10-01,28419,4905,12419,10108,9124,50593,23388,27320,12697,127459,53207,10809,0,9380,19166,16087,8830,9504,39639,473054
"1337","Yrke",1999-11-01,26490,5623,13967,10717,11164,52160,23640,29415,17373,125015,55141,10978,0,11969,21024,13978,10194,8456,40587,487891
"1338","Yrke",1999-12-01,19037,2599,10922,6452,7666,36919,14412,16063,14948,80936,35159,5148,0,7458,14491,11099,7522,6110,24495,321436
"1339","Yrke",2000-01-01,22601,3792,14400,6196,9103,42132,15819,20582,16074,102551,41557,7164,0,5872,17238,13065,7499,6130,28394,380169
"1340","Yrke",2000-02-01,24703,4178,21059,8432,9521,47546,18769,22493,23520,112951,47339,10699,0,9608,17040,14368,8511,6056,33505,440298
"1341","Yrke",2000-03-01,26798,5237,21037,12610,8859,52571,23006,31608,20714,122461,44820,11167,0,8742,20708,14814,10087,6594,39743,481576
"1342","Yrke",2000-04-01,20462,3738,12159,8227,6661,43387,17465,17311,11807,83183,33747,6745,0,5424,13616,11426,7476,5986,26944,335764
"1343","Yrke",2000-05-01,31214,4068,12188,8871,8004,57669,20580,23543,9822,106934,47838,9681,0,9704,18850,14621,9019,7841,34646,435093
"1344","Yrke",2000-06-01,28981,5375,12207,9918,10864,60811,26164,22791,14160,116444,45877,9121,0,8554,20190,18380,12574,7187,39258,468856
"1345","Yrke",2000-07-01,15669,3998,7007,5886,5273,48036,13642,18275,19914,78509,34311,5988,0,4372,12698,20403,10013,3895,26763,334652
"1346","Yrke",2000-08-01,26866,4904,17850,10041,10008,56303,23033,23090,14286,125655,45255,8548,0,9759,17204,19068,10520,8012,36321,466723
"1347","Yrke",2000-09-01,27550,5436,18042,12418,9017,58435,23417,26956,15399,125515,47796,12272,0,9741,21203,15206,10581,8015,39879,486878
"1348","Yrke",2000-10-01,25553,5031,13335,10729,9431,59264,22376,31034,12487,124080,46057,10008,0,8555,20440,15754,10205,8600,41895,474834
"1349","Yrke",2000-11-01,27827,4519,15260,10246,10877,58199,22976,25269,16871,133271,43054,11098,0,11142,21110,15237,10980,8282,37969,484187
"1350","Yrke",2000-12-01,18034,3520,10952,6284,5377,33600,13115,14705,11783,88227,30988,6758,0,6657,13216,9331,8028,5861,22823,309259
"1351","Yrke",2001-01-01,24922,4495,11423,8138,7977,42267,16931,17527,12883,114769,39381,7892,0,6107,17603,13516,9984,6741,31411,393967
"1352","Yrke",2001-02-01,23898,4385,15491,9096,8480,43468,18580,20483,17890,107873,42083,8117,0,7478,18028,12665,9580,7110,33237,407942
"1353","Yrke",2001-03-01,26710,4879,12700,12295,8465,51495,24282,30480,19234,124903,48073,9062,0,8580,21359,14237,10767,9323,42857,479701
"1354","Yrke",2001-04-01,20986,4602,9790,7279,6313,43317,15276,18945,12009,85397,36734,7750,0,5980,14221,10674,8487,8182,27017,342959
"1355","Yrke",2001-05-01,28026,5961,14553,8590,8639,60760,23980,23393,11437,128359,47704,10586,0,6663,18350,18425,11938,9764,34010,471138
"1356","Yrke",2001-06-01,26270,6951,12220,10612,8567,64158,24894,27019,14591,124547,46158,10246,0,8572,21237,18702,13653,9627,34912,482936
"1357","Yrke",2001-07-01,16688,4357,6079,7536,5207,43563,24215,16672,17035,73371,30407,7266,0,4620,18536,15799,10145,7101,27000,335597
"1358","Yrke",2001-08-01,27255,5677,11691,9423,11026,59241,22349,27047,17090,131148,43066,10575,0,7307,16530,16976,11296,8459,40173,476329
"1359","Yrke",2001-09-01,25315,6332,13809,10632,11244,64676,21325,25634,12537,128944,46278,12073,0,9152,19994,16136,11934,8481,43693,488189
"1360","Yrke",2001-10-01,25525,5433,12456,10971,8643,59946,22986,25080,11829,122236,52818,13194,0,9749,21795,16544,12262,8067,49904,489438
"1361","Yrke",2001-11-01,23782,4337,13596,9810,9906,52876,22646,27776,14321,133072,47803,12050,0,11740,20323,15673,11584,8442,43018,482755
"1362","Yrke",2001-12-01,17003,3532,9048,5776,5235,36498,16222,15178,10405,81827,29913,7355,0,7668,14119,10474,8546,5258,26025,310082
"1363","Yrke",2002-01-01,24035,4882,15740,7953,8493,44380,19074,21288,14055,103083,40111,9667,0,8668,23009,12104,12097,6473,33497,408609
"1364","Yrke",2002-02-01,24402,4610,13016,7412,8810,45193,22248,24025,18860,101285,40183,10115,0,7770,22202,10987,12076,7195,41532,421921
"1365","Yrke",2002-03-01,22006,4606,19780,7884,8998,40395,23167,25937,21757,96741,38444,9707,0,7323,16406,10875,11244,6961,37663,409894
"1366","Yrke",2002-04-01,26717,5819,14022,10047,8101,51152,22430,27154,14088,109501,43197,11604,0,8732,19541,13003,13892,6411,37951,443362
"1367","Yrke",2002-05-01,25797,5605,10900,8532,8100,58352,18195,23644,10419,99126,41785,10647,0,5817,17793,13160,14488,7487,30520,410367
"1368","Yrke",2002-06-01,26280,7012,10867,9577,9062,64820,25368,27872,17862,122345,41866,20346,0,11591,23016,19475,18329,8676,38202,502566
"1369","Yrke",2002-07-01,14551,4829,5411,6865,6548,40773,18087,16165,15072,67715,29286,5914,0,7564,10240,16462,15458,5514,19988,306442
"1370","Yrke",2002-08-01,23943,6877,10586,8938,9875,50854,19309,21007,14977,120191,44367,9244,0,7968,14467,13227,16392,7909,38962,439093
"1371","Yrke",2002-09-01,29800,5465,12300,13687,10963,58747,24406,25174,14682,125202,49025,12882,0,10222,20481,14716,12782,8125,40037,488696
"1372","Yrke",2002-10-01,28144,5532,13283,12200,9593,57931,26752,23986,13218,133369,50287,14002,0,9388,23300,15081,12690,7748,44744,501248
"1373","Yrke",2002-11-01,27981,5033,13127,10879,10463,56992,24151,23589,15489,129761,47971,9816,0,11638,22643,12845,12822,9692,40121,485013
"1374","Yrke",2002-12-01,17986,2708,8279,6875,5990,35809,15985,13991,9618,83372,31988,6732,0,8844,14292,8365,8231,5704,23268,308037
"1375","Yrke",2003-01-01,25943,3229,13752,7965,7314,41722,19582,19005,9052,98939,37989,7787,0,6934,21427,11269,10497,7480,30454,380340
"1376","Yrke",2003-02-01,25655,3431,13287,8950,8499,45048,23189,23621,11628,94579,40541,8888,0,7324,21009,11044,11392,6224,35550,399859
"1377","Yrke",2003-03-01,26542,4957,13964,12729,8497,49096,24319,27388,13073,112193,45893,11073,0,8230,24206,13950,12818,6753,40604,456285
"1378","Yrke",2003-04-01,18962,3998,9985,8667,7650,41276,17052,17624,9145,82888,36620,9301,0,5902,16095,10725,8816,4988,29881,339575
"1379","Yrke",2003-05-01,24994,5251,9102,10239,8268,63772,22721,23563,9404,122052,44154,11570,0,7700,19124,14056,11796,6865,34730,449361
"1380","Yrke",2003-06-01,29575,6644,15258,10004,10411,54861,22637,25223,9576,127812,47561,13222,0,8204,25096,16617,14901,7387,41964,486953
"1381","Yrke",2003-07-01,19003,3466,5201,7610,5440,41689,19016,11771,8590,73434,30658,7421,0,4991,12172,14362,12409,4742,20554,302529
